index,City,Date,CardType,ExpType,Gender,Amount,CumulativeSpends
1599,"Greater Mumbai, India","2014-07-09 00:00:00",Gold,Grocery,F,107671,458993656
12523,"Greater Mumbai, India","2014-07-10 00:00:00",Gold,Bills,M,258085,459823947
25089,"Chennai, India","2014-07-10 00:00:00",Gold,Grocery,F,282733,459823947
25538,"Kanpur, India","2014-07-10 00:00:00",Gold,Travel,M,249272,459823947
6575,"Ahmedabad, India","2014-07-10 00:00:00",Gold,Entertainment,M,40201,459823947
5738,"Greater Mumbai, India","2014-07-11 00:00:00",Gold,Bills,F,148011,462093845
7483,"Ahmedabad, India","2014-07-11 00:00:00",Gold,Bills,M,218849,462093845
6171,"Bengaluru, India","2014-07-11 00:00:00",Gold,Entertainment,F,209070,462093845
13041,"Delhi, India","2014-07-11 00:00:00",Gold,Grocery,F,152644,462093845
2170,"Greater Mumbai, India","2014-07-11 00:00:00",Gold,Fuel,M,291816,462093845
23184,"Surat, India","2014-07-11 00:00:00",Gold,Fuel,F,181884,462093845
20024,"Chennai, India","2014-07-11 00:00:00",Gold,Entertainment,M,278331,462093845
9335,"Bengaluru, India","2014-07-11 00:00:00",Gold,Fuel,F,250567,462093845
4654,"Bengaluru, India","2014-07-11 00:00:00",Gold,Bills,M,18829,462093845
5213,"Greater Mumbai, India","2014-07-11 00:00:00",Gold,Fuel,F,177232,462093845
17367,"Vijayapura, India","2014-07-11 00:00:00",Gold,Entertainment,F,244504,462093845
17033,"Gudur, India","2014-07-11 00:00:00",Gold,Fuel,F,98161,462093845
2187,"Delhi, India","2014-07-12 00:00:00",Gold,Fuel,M,9276,463047985
1531,"Greater Mumbai, India","2014-07-12 00:00:00",Gold,Food,F,225027,463047985
24803,"Lucknow, India","2014-07-12 00:00:00",Gold,Grocery,F,18946,463047985
22453,"Hyderabad, India","2014-07-12 00:00:00",Gold,Bills,M,125721,463047985
5530,"Bengaluru, India","2014-07-12 00:00:00",Gold,Food,M,293135,463047985
25163,"Lucknow, India","2014-07-12 00:00:00",Gold,Entertainment,F,32939,463047985
25585,"Kanpur, India","2014-07-12 00:00:00",Gold,Travel,F,249096,463047985
25102,"Kolkata, India","2014-07-13 00:00:00",Gold,Entertainment,F,203166,464453400
1370,"Delhi, India","2014-07-13 00:00:00",Gold,Food,F,22909,464453400
21747,"Surat, India","2014-07-13 00:00:00",Gold,Grocery,F,102864,464453400
15287,"Udaipur, India","2014-07-13 00:00:00",Gold,Grocery,F,212231,464453400
16403,"Sunabeda, India","2014-07-13 00:00:00",Gold,Entertainment,F,15855,464453400
15721,"Korba, India","2014-07-13 00:00:00",Gold,Grocery,M,117704,464453400
3400,"Delhi, India","2014-07-13 00:00:00",Gold,Fuel,F,264850,464453400
4089,"Ahmedabad, India","2014-07-13 00:00:00",Gold,Fuel,F,59198,464453400
25031,"Hyderabad, India","2014-07-13 00:00:00",Gold,Fuel,F,66513,464453400
22512,"Surat, India","2014-07-13 00:00:00",Gold,Entertainment,F,160554,464453400
22310,"Kolkata, India","2014-07-13 00:00:00",Gold,Grocery,F,179571,464453400
24322,"Kanpur, India","2014-07-14 00:00:00",Gold,Entertainment,F,45669,465677454
23374,"Surat, India","2014-07-14 00:00:00",Gold,Entertainment,M,176350,465677454
20641,"Chennai, India","2014-07-14 00:00:00",Gold,Food,F,133659,465677454
20857,"Kolkata, India","2014-07-14 00:00:00",Gold,Food,F,81795,465677454
21210,"Surat, India","2014-07-14 00:00:00",Gold,Grocery,F,261228,465677454
11793,"Ahmedabad, India","2014-07-14 00:00:00",Gold,Bills,F,93707,465677454
18894,"Ramnagar, India","2014-07-14 00:00:00",Gold,Grocery,M,41169,465677454
18728,"Pihani, India","2014-07-14 00:00:00",Gold,Entertainment,F,4326,465677454
10607,"Delhi, India","2014-07-14 00:00:00",Gold,Fuel,M,186697,465677454
8364,"Bengaluru, India","2014-07-14 00:00:00",Gold,Grocery,M,199454,465677454
9686,"Greater Mumbai, India","2014-07-15 00:00:00",Gold,Fuel,M,100417,466512928
11102,"Greater Mumbai, India","2014-07-15 00:00:00",Gold,Food,F,156022,466512928
7524,"Greater Mumbai, India","2014-07-15 00:00:00",Gold,Bills,M,31487,466512928
21288,"Chennai, India","2014-07-15 00:00:00",Gold,Food,M,25244,466512928
2651,"Bengaluru, India","2014-07-15 00:00:00",Gold,Fuel,F,132495,466512928
18839,"Navsari, India","2014-07-15 00:00:00",Gold,Food,M,223204,466512928
3371,"Greater Mumbai, India","2014-07-15 00:00:00",Gold,Entertainment,M,112476,466512928
3522,"Bengaluru, India","2014-07-15 00:00:00",Gold,Grocery,F,54129,466512928
5515,"Delhi, India","2014-07-16 00:00:00",Gold,Fuel,F,151781,469382995
5155,"Bengaluru, India","2014-07-16 00:00:00",Gold,Entertainment,F,106923,469382995
4772,"Delhi, India","2014-07-16 00:00:00",Gold,Food,F,276057,469382995
4640,"Greater Mumbai, India","2014-07-16 00:00:00",Gold,Entertainment,M,179541,469382995
9402,"Delhi, India","2014-07-16 00:00:00",Gold,Entertainment,F,276783,469382995
24051,"Kanpur, India","2014-07-16 00:00:00",Gold,Grocery,F,183956,469382995
24118,"Surat, India","2014-07-16 00:00:00",Gold,Entertainment,M,34446,469382995
24936,"Pune, India","2014-07-16 00:00:00",Gold,Entertainment,M,269462,469382995
7259,"Ahmedabad, India","2014-07-16 00:00:00",Gold,Grocery,F,81270,469382995
18992,"Gobichettipalayam, India","2014-07-16 00:00:00",Gold,Bills,M,139447,469382995
16560,"Tandur, India","2014-07-16 00:00:00",Gold,Entertainment,M,59274,469382995
15344,"Tundla, India","2014-07-16 00:00:00",Gold,Grocery,F,71369,469382995
539,"Bengaluru, India","2014-07-16 00:00:00",Gold,Food,F,31051,469382995
1334,"Delhi, India","2014-07-16 00:00:00",Gold,Food,F,183232,469382995
326,"Greater Mumbai, India","2014-07-16 00:00:00",Gold,Bills,F,825475,469382995
23682,"Jaipur, India","2014-07-17 00:00:00",Gold,Food,F,104935,471137086
24560,"Jaipur, India","2014-07-17 00:00:00",Gold,Grocery,F,75564,471137086
21314,"Kanpur, India","2014-07-17 00:00:00",Gold,Bills,F,254213,471137086
19886,"Sironj, India","2014-07-17 00:00:00",Gold,Bills,M,212805,471137086
25380,"Jaipur, India","2014-07-17 00:00:00",Gold,Travel,F,182846,471137086
15592,"Ramngarh, India","2014-07-17 00:00:00",Gold,Food,M,231450,471137086
6613,"Delhi, India","2014-07-17 00:00:00",Gold,Grocery,F,52571,471137086
7536,"Bengaluru, India","2014-07-17 00:00:00",Gold,Entertainment,M,187271,471137086
6367,"Ahmedabad, India","2014-07-17 00:00:00",Gold,Fuel,M,172827,471137086
18802,"Gokak, India","2014-07-17 00:00:00",Gold,Fuel,M,245613,471137086
17684,"Jhansi, India","2014-07-17 00:00:00",Gold,Bills,M,19385,471137086
17928,"Kadi, India","2014-07-17 00:00:00",Gold,Entertainment,F,14611,471137086
17285,"Karwar, India","2014-07-18 00:00:00",Gold,Food,M,107731,472968625
17629,"Bongaigaon City, India","2014-07-18 00:00:00",Gold,Fuel,F,172596,472968625
20703,"Surat, India","2014-07-18 00:00:00",Gold,Entertainment,F,65443,472968625
20550,"Kolkata, India","2014-07-18 00:00:00",Gold,Fuel,M,32845,472968625
20828,"Chennai, India","2014-07-18 00:00:00",Gold,Entertainment,F,212641,472968625
22917,"Kolkata, India","2014-07-18 00:00:00",Gold,Fuel,M,274965,472968625
25057,"Kanpur, India","2014-07-18 00:00:00",Gold,Food,M,34534,472968625
3536,"Ahmedabad, India","2014-07-18 00:00:00",Gold,Grocery,F,35130,472968625
3760,"Greater Mumbai, India","2014-07-18 00:00:00",Gold,Food,M,165381,472968625
617,"Bengaluru, India","2014-07-18 00:00:00",Gold,Food,F,126912,472968625
1856,"Delhi, India","2014-07-18 00:00:00",Gold,Fuel,F,41221,472968625
8835,"Ahmedabad, India","2014-07-18 00:00:00",Gold,Grocery,M,277089,472968625
9456,"Bengaluru, India","2014-07-18 00:00:00",Gold,Fuel,F,141296,472968625
6405,"Delhi, India","2014-07-18 00:00:00",Gold,Grocery,F,98285,472968625
15981,"Gopalganj, India","2014-07-18 00:00:00",Gold,Food,M,45470,472968625
23927,"Hyderabad, India","2014-07-19 00:00:00",Gold,Entertainment,F,71939,473942163
20132,"Jaipur, India","2014-07-19 00:00:00",Gold,Food,M,205561,473942163
3488,"Greater Mumbai, India","2014-07-19 00:00:00",Gold,Fuel,M,240157,473942163
4431,"Ahmedabad, India","2014-07-19 00:00:00",Gold,Fuel,M,166212,473942163
4508,"Ahmedabad, India","2014-07-19 00:00:00",Gold,Food,F,187763,473942163
6409,"Delhi, India","2014-07-19 00:00:00",Gold,Grocery,F,101906,473942163
20553,"Pune, India","2014-07-20 00:00:00",Gold,Bills,M,163103,475015094
18128,"Sindhnur, India","2014-07-20 00:00:00",Gold,Fuel,F,240536,475015094
17157,"Jalpaiguri, India","2014-07-20 00:00:00",Gold,Bills,F,218074,475015094
13693,"Bengaluru, India","2014-07-20 00:00:00",Gold,Bills,M,105523,475015094
11400,"Ahmedabad, India","2014-07-20 00:00:00",Gold,Food,M,22720,475015094
2812,"Ahmedabad, India","2014-07-20 00:00:00",Gold,Grocery,M,70267,475015094
3885,"Greater Mumbai, India","2014-07-20 00:00:00",Gold,Entertainment,M,31617,475015094
9533,"Ahmedabad, India","2014-07-20 00:00:00",Gold,Entertainment,M,82274,475015094
10791,"Greater Mumbai, India","2014-07-20 00:00:00",Gold,Fuel,M,138817,475015094
10380,"Ahmedabad, India","2014-07-21 00:00:00",Gold,Grocery,M,215604,477378560
10614,"Delhi, India","2014-07-21 00:00:00",Gold,Entertainment,F,196777,477378560
7608,"Bengaluru, India","2014-07-21 00:00:00",Gold,Grocery,F,49154,477378560
8025,"Bengaluru, India","2014-07-21 00:00:00",Gold,Grocery,F,89024,477378560
14528,"Paravoor, India","2014-07-21 00:00:00",Gold,Fuel,M,99433,477378560
14156,"Barpeta, India","2014-07-21 00:00:00",Gold,Bills,M,64188,477378560
1302,"Ahmedabad, India","2014-07-21 00:00:00",Gold,Food,F,162099,477378560
94,"Greater Mumbai, India","2014-07-21 00:00:00",Gold,Bills,F,664632,477378560
479,"Bengaluru, India","2014-07-21 00:00:00",Gold,Food,F,95981,477378560
21952,"Hyderabad, India","2014-07-21 00:00:00",Gold,Fuel,M,130157,477378560
20745,"Surat, India","2014-07-21 00:00:00",Gold,Fuel,F,191971,477378560
20596,"Surat, India","2014-07-21 00:00:00",Gold,Entertainment,F,82678,477378560
24811,"Pune, India","2014-07-21 00:00:00",Gold,Fuel,F,220644,477378560
4705,"Delhi, India","2014-07-21 00:00:00",Gold,Grocery,F,101124,477378560
5550,"Delhi, India","2014-07-22 00:00:00",Gold,Food,M,112558,478704659
3733,"Delhi, India","2014-07-22 00:00:00",Gold,Fuel,F,275065,478704659
8283,"Delhi, India","2014-07-22 00:00:00",Gold,Bills,F,80627,478704659
18620,"Ashok Nagar, India","2014-07-22 00:00:00",Gold,Bills,M,110491,478704659
8981,"Delhi, India","2014-07-22 00:00:00",Gold,Fuel,M,101419,478704659
8714,"Delhi, India","2014-07-22 00:00:00",Gold,Fuel,M,249523,478704659
15513,"Ponnani, India","2014-07-22 00:00:00",Gold,Fuel,M,98361,478704659
24359,"Chennai, India","2014-07-22 00:00:00",Gold,Fuel,M,153487,478704659
11542,"Delhi, India","2014-07-22 00:00:00",Gold,Grocery,F,42675,478704659
13688,"Bengaluru, India","2014-07-22 00:00:00",Gold,Entertainment,M,101893,478704659
13284,"Bengaluru, India","2014-07-23 00:00:00",Gold,Food,F,246655,479427250
23108,"Kanpur, India","2014-07-23 00:00:00",Gold,Entertainment,F,181956,479427250
22465,"Kolkata, India","2014-07-23 00:00:00",Gold,Fuel,F,279674,479427250
25249,"Chennai, India","2014-07-23 00:00:00",Gold,Food,F,1066,479427250
15831,"Dharmavaram, India","2014-07-23 00:00:00",Gold,Fuel,M,13240,479427250
9638,"Ahmedabad, India","2014-07-24 00:00:00",Gold,Food,M,96569,480005591
9256,"Bengaluru, India","2014-07-24 00:00:00",Gold,Fuel,F,270789,480005591
20813,"Kanpur, India","2014-07-24 00:00:00",Gold,Grocery,M,106604,480005591
17414,"Vandavasi, India","2014-07-24 00:00:00",Gold,Bills,F,104379,480005591
18888,"Udaipur, India","2014-07-25 00:00:00",Gold,Fuel,M,160517,481298506
18516,"Sugauli, India","2014-07-25 00:00:00",Gold,Grocery,F,20621,481298506
18840,"Dimapur, India","2014-07-25 00:00:00",Gold,Fuel,M,47101,481298506
20895,"Kolkata, India","2014-07-25 00:00:00",Gold,Food,F,172319,481298506
20225,"Kolkata, India","2014-07-25 00:00:00",Gold,Fuel,M,103499,481298506
20040,"Surat, India","2014-07-25 00:00:00",Gold,Food,F,59127,481298506
15164,"Malegaon, India","2014-07-25 00:00:00",Gold,Food,F,118030,481298506
433,"Ahmedabad, India","2014-07-25 00:00:00",Gold,Bills,F,14370,481298506
12489,"Delhi, India","2014-07-25 00:00:00",Gold,Bills,M,255965,481298506
12370,"Bengaluru, India","2014-07-25 00:00:00",Gold,Food,M,196772,481298506
24773,"Lucknow, India","2014-07-25 00:00:00",Gold,Bills,F,144594,481298506
24373,"Jaipur, India","2014-07-26 00:00:00",Gold,Entertainment,F,280631,483378634
24885,"Kanpur, India","2014-07-26 00:00:00",Gold,Entertainment,M,273049,483378634
15319,"Ramganj Mandi, India","2014-07-26 00:00:00",Gold,Entertainment,F,37932,483378634
18049,"Pune, India","2014-07-26 00:00:00",Gold,Entertainment,F,62746,483378634
3330,"Bengaluru, India","2014-07-26 00:00:00",Gold,Food,F,93631,483378634
3408,"Bengaluru, India","2014-07-26 00:00:00",Gold,Grocery,F,220827,483378634
21533,"Hyderabad, India","2014-07-26 00:00:00",Gold,Food,F,198187,483378634
20254,"Jaipur, India","2014-07-26 00:00:00",Gold,Food,F,146149,483378634
9491,"Ahmedabad, India","2014-07-26 00:00:00",Gold,Bills,F,219707,483378634
12120,"Bengaluru, India","2014-07-26 00:00:00",Gold,Fuel,M,88526,483378634
12883,"Bengaluru, India","2014-07-26 00:00:00",Gold,Bills,F,192615,483378634
2792,"Greater Mumbai, India","2014-07-26 00:00:00",Gold,Grocery,M,266128,483378634
19936,"Motihari, India","2014-07-27 00:00:00",Gold,Fuel,F,238975,485556695
20923,"Lucknow, India","2014-07-27 00:00:00",Gold,Entertainment,M,81749,485556695
20262,"Surat, India","2014-07-27 00:00:00",Gold,Entertainment,M,251935,485556695
22402,"Chennai, India","2014-07-27 00:00:00",Gold,Fuel,F,63133,485556695
24474,"Surat, India","2014-07-27 00:00:00",Gold,Fuel,M,163971,485556695
3452,"Greater Mumbai, India","2014-07-27 00:00:00",Gold,Entertainment,F,193191,485556695
3487,"Bengaluru, India","2014-07-27 00:00:00",Gold,Bills,M,73085,485556695
16668,"Baleshwar Town, India","2014-07-27 00:00:00",Gold,Grocery,M,281441,485556695
12608,"Greater Mumbai, India","2014-07-27 00:00:00",Gold,Entertainment,M,257913,485556695
12059,"Bengaluru, India","2014-07-27 00:00:00",Gold,Entertainment,M,224493,485556695
12643,"Bengaluru, India","2014-07-27 00:00:00",Gold,Food,M,109809,485556695
8960,"Greater Mumbai, India","2014-07-27 00:00:00",Gold,Bills,M,238366,485556695
8403,"Delhi, India","2014-07-28 00:00:00",Gold,Bills,F,86620,486632271
8471,"Greater Mumbai, India","2014-07-28 00:00:00",Gold,Food,F,7801,486632271
1927,"Greater Mumbai, India","2014-07-28 00:00:00",Gold,Entertainment,F,184919,486632271
22665,"Kolkata, India","2014-07-28 00:00:00",Gold,Bills,F,74503,486632271
21571,"Surat, India","2014-07-28 00:00:00",Gold,Fuel,F,276080,486632271
17895,"Osmanabad, India","2014-07-28 00:00:00",Gold,Food,M,282745,486632271
16970,"Kharagpur, India","2014-07-28 00:00:00",Gold,Food,M,162908,486632271
17292,"Byasanagar, India","2014-07-29 00:00:00",Gold,Fuel,M,123593,488950556
23544,"Surat, India","2014-07-29 00:00:00",Gold,Entertainment,F,177963,488950556
22768,"Kanpur, India","2014-07-29 00:00:00",Gold,Fuel,F,96231,488950556
24726,"Chennai, India","2014-07-29 00:00:00",Gold,Grocery,M,71372,488950556
23078,"Hyderabad, India","2014-07-29 00:00:00",Gold,Food,M,230827,488950556
3177,"Delhi, India","2014-07-29 00:00:00",Gold,Bills,F,200994,488950556
4028,"Ahmedabad, India","2014-07-29 00:00:00",Gold,Entertainment,F,110597,488950556
5819,"Greater Mumbai, India","2014-07-29 00:00:00",Gold,Fuel,M,247823,488950556
14697,"Bathinda, India","2014-07-29 00:00:00",Gold,Bills,F,216647,488950556
15647,"Memari, India","2014-07-29 00:00:00",Gold,Entertainment,M,36503,488950556
1799,"Bengaluru, India","2014-07-29 00:00:00",Gold,Grocery,M,224421,488950556
1369,"Bengaluru, India","2014-07-29 00:00:00",Gold,Food,F,211772,488950556
19449,"Sagar, India","2014-07-29 00:00:00",Gold,Food,M,189214,488950556
19445,"Yamunanagar, India","2014-07-29 00:00:00",Gold,Grocery,F,158003,488950556
25929,"Surat, India","2014-07-29 00:00:00",Gold,Travel,M,19458,488950556
11193,"Greater Mumbai, India","2014-07-29 00:00:00",Gold,Fuel,F,2867,488950556
11085,"Ahmedabad, India","2014-07-30 00:00:00",Gold,Grocery,F,296390,491027337
14366,"Chilakaluripet, India","2014-07-30 00:00:00",Gold,Entertainment,F,164363,491027337
16404,"Renukoot, India","2014-07-30 00:00:00",Gold,Food,M,178999,491027337
16277,"Adoni, India","2014-07-30 00:00:00",Gold,Grocery,F,225600,491027337
2904,"Ahmedabad, India","2014-07-30 00:00:00",Gold,Food,M,275334,491027337
17959,"Tumkur, India","2014-07-30 00:00:00",Gold,Bills,M,190345,491027337
9846,"Delhi, India","2014-07-30 00:00:00",Gold,Grocery,F,253391,491027337
9713,"Greater Mumbai, India","2014-07-30 00:00:00",Gold,Bills,M,124548,491027337
9580,"Greater Mumbai, India","2014-07-30 00:00:00",Gold,Food,M,110722,491027337
10424,"Greater Mumbai, India","2014-07-30 00:00:00",Gold,Fuel,M,257089,491027337
18102,"Mandla, India","2014-07-31 00:00:00",Gold,Fuel,M,256863,492451734
16709,"Shikohabad, India","2014-07-31 00:00:00",Gold,Entertainment,F,156485,492451734
13903,"Delhi, India","2014-07-31 00:00:00",Gold,Fuel,F,68847,492451734
16152,"Guwahati, India","2014-07-31 00:00:00",Gold,Fuel,M,42008,492451734
24277,"Kolkata, India","2014-07-31 00:00:00",Gold,Entertainment,F,286484,492451734
21832,"Jaipur, India","2014-07-31 00:00:00",Gold,Entertainment,M,175232,492451734
19922,"Moga, India","2014-07-31 00:00:00",Gold,Bills,F,177980,492451734
21513,"Chennai, India","2014-07-31 00:00:00",Gold,Grocery,F,260498,492451734
20331,"Kanpur, India","2014-08-01 00:00:00",Gold,Entertainment,M,293632,494005940
20890,"Lucknow, India","2014-08-01 00:00:00",Gold,Fuel,F,194220,494005940
16589,"Kalyan-Dombivali, India","2014-08-01 00:00:00",Gold,Grocery,F,27880,494005940
18841,"Sandila, India","2014-08-01 00:00:00",Gold,Entertainment,F,135523,494005940
10253,"Bengaluru, India","2014-08-01 00:00:00",Gold,Entertainment,F,62404,494005940
9634,"Bengaluru, India","2014-08-01 00:00:00",Gold,Food,F,144369,494005940
10755,"Delhi, India","2014-08-01 00:00:00",Gold,Bills,M,124630,494005940
6531,"Bengaluru, India","2014-08-01 00:00:00",Gold,Bills,F,282820,494005940
6172,"Delhi, India","2014-08-01 00:00:00",Gold,Entertainment,F,116772,494005940
22627,"Jaipur, India","2014-08-01 00:00:00",Gold,Fuel,F,171956,494005940
22614,"Chennai, India","2014-08-02 00:00:00",Gold,Grocery,M,72018,496012254
9326,"Delhi, India","2014-08-02 00:00:00",Gold,Bills,F,292384,496012254
10553,"Ahmedabad, India","2014-08-02 00:00:00",Gold,Grocery,M,177054,496012254
15070,"Ramachandrapuram, India","2014-08-02 00:00:00",Gold,Fuel,M,290570,496012254
16548,"Thiruvarur, India","2014-08-02 00:00:00",Gold,Grocery,M,253809,496012254
14177,"Nasirabad, India","2014-08-02 00:00:00",Gold,Bills,M,92113,496012254
12672,"Delhi, India","2014-08-02 00:00:00",Gold,Bills,M,295484,496012254
22085,"Chennai, India","2014-08-02 00:00:00",Gold,Food,M,39777,496012254
17828,"Rayadurg, India","2014-08-02 00:00:00",Gold,Entertainment,F,42367,496012254
3448,"Bengaluru, India","2014-08-02 00:00:00",Gold,Fuel,M,73251,496012254
6087,"Ahmedabad, India","2014-08-02 00:00:00",Gold,Fuel,M,81273,496012254
2612,"Delhi, India","2014-08-02 00:00:00",Gold,Fuel,M,89018,496012254
592,"Ahmedabad, India","2014-08-02 00:00:00",Gold,Food,F,207196,496012254
1514,"Bengaluru, India","2014-08-03 00:00:00",Gold,Food,F,28243,497384838
2156,"Greater Mumbai, India","2014-08-03 00:00:00",Gold,Fuel,M,74624,497384838
1437,"Ahmedabad, India","2014-08-03 00:00:00",Gold,Food,F,196856,497384838
14503,"Visnagar, India","2014-08-03 00:00:00",Gold,Entertainment,F,47560,497384838
10684,"Ahmedabad, India","2014-08-03 00:00:00",Gold,Food,M,286147,497384838
20625,"Chennai, India","2014-08-03 00:00:00",Gold,Fuel,M,4790,497384838
6497,"Ahmedabad, India","2014-08-03 00:00:00",Gold,Grocery,M,117653,497384838
7244,"Delhi, India","2014-08-03 00:00:00",Gold,Entertainment,M,68207,497384838
8288,"Greater Mumbai, India","2014-08-03 00:00:00",Gold,Bills,F,257914,497384838
4933,"Delhi, India","2014-08-03 00:00:00",Gold,Bills,M,191799,497384838
3351,"Bengaluru, India","2014-08-03 00:00:00",Gold,Fuel,F,45014,497384838
25219,"Kolkata, India","2014-08-03 00:00:00",Gold,Food,F,53777,497384838
10902,"Ahmedabad, India","2014-08-04 00:00:00",Gold,Food,F,122732,498714992
9294,"Bengaluru, India","2014-08-04 00:00:00",Gold,Grocery,F,25018,498714992
24533,"Pune, India","2014-08-04 00:00:00",Gold,Fuel,F,295248,498714992
17363,"Bhilwara, India","2014-08-04 00:00:00",Gold,Grocery,M,226672,498714992
14181,"Nathdwara, India","2014-08-04 00:00:00",Gold,Entertainment,M,201652,498714992
3550,"Ahmedabad, India","2014-08-04 00:00:00",Gold,Fuel,M,134623,498714992
3411,"Delhi, India","2014-08-04 00:00:00",Gold,Bills,M,220894,498714992
8124,"Greater Mumbai, India","2014-08-04 00:00:00",Gold,Fuel,M,103315,498714992
18786,"Dumraon, India","2014-08-05 00:00:00",Gold,Grocery,F,153498,500906956
10287,"Greater Mumbai, India","2014-08-05 00:00:00",Gold,Food,M,32624,500906956
8773,"Ahmedabad, India","2014-08-05 00:00:00",Gold,Bills,M,123092,500906956
10481,"Ahmedabad, India","2014-08-05 00:00:00",Gold,Bills,F,110644,500906956
10547,"Greater Mumbai, India","2014-08-05 00:00:00",Gold,Fuel,M,288296,500906956
10888,"Greater Mumbai, India","2014-08-05 00:00:00",Gold,Food,M,181826,500906956
1528,"Ahmedabad, India","2014-08-05 00:00:00",Gold,Food,F,238194,500906956
25016,"Hyderabad, India","2014-08-05 00:00:00",Gold,Fuel,F,131047,500906956
11619,"Delhi, India","2014-08-05 00:00:00",Gold,Food,M,134299,500906956
4975,"Delhi, India","2014-08-05 00:00:00",Gold,Food,M,172168,500906956
4168,"Delhi, India","2014-08-05 00:00:00",Gold,Bills,F,117773,500906956
3062,"Greater Mumbai, India","2014-08-05 00:00:00",Gold,Grocery,M,290078,500906956
15251,"Bathinda, India","2014-08-05 00:00:00",Gold,Bills,M,218425,500906956
14325,"Tadpatri, India","2014-08-06 00:00:00",Gold,Bills,M,241272,502666177
22532,"Kolkata, India","2014-08-06 00:00:00",Gold,Food,F,230944,502666177
22712,"Kolkata, India","2014-08-06 00:00:00",Gold,Food,F,248405,502666177
22812,"Pune, India","2014-08-06 00:00:00",Gold,Bills,F,128953,502666177
19067,"Ranaghat, India","2014-08-06 00:00:00",Gold,Entertainment,F,118944,502666177
5647,"Greater Mumbai, India","2014-08-06 00:00:00",Gold,Grocery,M,188349,502666177
1810,"Greater Mumbai, India","2014-08-06 00:00:00",Gold,Food,M,35073,502666177
5467,"Ahmedabad, India","2014-08-06 00:00:00",Gold,Entertainment,M,223444,502666177
13514,"Bengaluru, India","2014-08-06 00:00:00",Gold,Grocery,M,46631,502666177
12278,"Greater Mumbai, India","2014-08-06 00:00:00",Gold,Food,M,295234,502666177
13499,"Bengaluru, India","2014-08-06 00:00:00",Gold,Grocery,F,1972,502666177
12153,"Delhi, India","2014-08-07 00:00:00",Gold,Fuel,F,52777,504560286
5637,"Bengaluru, India","2014-08-07 00:00:00",Gold,Fuel,F,122681,504560286
15760,"Jalandhar, India","2014-08-07 00:00:00",Gold,Food,M,38656,504560286
18717,"Sangamner, India","2014-08-07 00:00:00",Gold,Fuel,M,142545,504560286
18891,"Shoranur, India","2014-08-07 00:00:00",Gold,Bills,F,272098,504560286
10213,"Delhi, India","2014-08-07 00:00:00",Gold,Entertainment,F,36465,504560286
10405,"Bengaluru, India","2014-08-07 00:00:00",Gold,Bills,M,162249,504560286
3922,"Bengaluru, India","2014-08-07 00:00:00",Gold,Bills,M,123198,504560286
3767,"Bengaluru, India","2014-08-07 00:00:00",Gold,Bills,F,23154,504560286
20594,"Jaipur, India","2014-08-07 00:00:00",Gold,Entertainment,M,27388,504560286
21041,"Kanpur, India","2014-08-07 00:00:00",Gold,Bills,F,59339,504560286
264,"Bengaluru, India","2014-08-07 00:00:00",Gold,Bills,F,814333,504560286
12,"Greater Mumbai, India","2014-08-07 00:00:00",Gold,Bills,F,19226,504560286
12638,"Bengaluru, India","2014-08-08 00:00:00",Gold,Food,F,296210,507585481
12007,"Greater Mumbai, India","2014-08-08 00:00:00",Gold,Food,M,145053,507585481
11567,"Greater Mumbai, India","2014-08-08 00:00:00",Gold,Bills,M,39390,507585481
24446,"Lucknow, India","2014-08-08 00:00:00",Gold,Entertainment,M,236328,507585481
15197,"Zira, India","2014-08-08 00:00:00",Gold,Entertainment,M,179424,507585481
6070,"Delhi, India","2014-08-08 00:00:00",Gold,Grocery,M,197584,507585481
20170,"Jaipur, India","2014-08-08 00:00:00",Gold,Entertainment,F,82111,507585481
20391,"Pune, India","2014-08-08 00:00:00",Gold,Fuel,F,148450,507585481
20301,"Surat, India","2014-08-08 00:00:00",Gold,Grocery,F,43443,507585481
10095,"Greater Mumbai, India","2014-08-08 00:00:00",Gold,Food,F,197488,507585481
10050,"Delhi, India","2014-08-08 00:00:00",Gold,Entertainment,M,109514,507585481
10105,"Delhi, India","2014-08-08 00:00:00",Gold,Food,M,147923,507585481
10503,"Greater Mumbai, India","2014-08-08 00:00:00",Gold,Fuel,M,268142,507585481
3261,"Delhi, India","2014-08-08 00:00:00",Gold,Entertainment,F,216588,507585481
4673,"Ahmedabad, India","2014-08-08 00:00:00",Gold,Grocery,F,52611,507585481
2819,"Greater Mumbai, India","2014-08-08 00:00:00",Gold,Food,F,128839,507585481
4031,"Greater Mumbai, India","2014-08-08 00:00:00",Gold,Bills,M,294619,507585481
4878,"Greater Mumbai, India","2014-08-08 00:00:00",Gold,Bills,M,241478,507585481
2848,"Bengaluru, India","2014-08-09 00:00:00",Gold,Food,F,118491,508964809
3981,"Bengaluru, India","2014-08-09 00:00:00",Gold,Food,F,138684,508964809
15377,"Silchar, India","2014-08-09 00:00:00",Gold,Food,M,111652,508964809
716,"Ahmedabad, India","2014-08-09 00:00:00",Gold,Food,F,23818,508964809
1665,"Bengaluru, India","2014-08-09 00:00:00",Gold,Fuel,M,131161,508964809
17439,"Bargarh, India","2014-08-09 00:00:00",Gold,Bills,F,76694,508964809
