,Credit_card,Product_ID,P_CATEGORY,CONDTION,Brand,Price ,Selling_price,Coupon_ID,Date,Time,GTIN,MPN,Merchant_name,M_ID,Payment Method,Transaction ID,Return_ind,Return_date,Discount,Value,Day_of_Week,Month
866,3050.0,111,COMPUTERS,New,YEJZI,2429.24,2381.24,TB419,2014-10-30,03:45:57,1137252,600972827,L'Occitane,GN4214,Credit card,79672,1,2014-11-06,48.0,Low,Thursday,October
867,6042.0,594,CLOTHING,New,ONKHS,3715.86,3668.86,RM556,2014-03-16,23:04:07,7088320,588165461,REI,EI6773,Mobile carrier Billing,96107,1,2014-03-23,47.0,High,Sunday,March
868,9629.0,539,SHOES,Refurbished,RKFCM,2837.17,2815.17,UJ401,2014-11-16,20:26:31,4399528,348292141,Barnes & Noble,EY1658,Mobile carrier Billing,89704,1,2014-11-23,22.0,High,Sunday,November
869,4128.0,395,OFFICE SUPPLIES,Refurbished,EVWJY,3867.56,3834.56,FG526,2014-06-28,12:49:23,6281380,878550238,Peninsula Beauty,YE5901,Credit card,54720,1,2014-07-05,33.0,High,Saturday,June
870,4733.0,710,KITCHEN & DINING,New,RGMIK,663.82,627.82,JR404,2014-05-18,11:18:45,1770982,237609603,Road Runner Sports,MS6579,Mobile carrier Billing,39282,1,2014-05-25,36.0,Low,Sunday,May
871,6224.0,907,DECOR,Used,LBVIW,2661.83,2647.83,TX365,2014-01-08,03:35:42,1658895,367415289,Cole Hardware,EX7731,Credit card,72840,1,2014-01-15,14.0,Low,Wednesday,January
872,3500.0,960,ELECTRONICS,New,CWTLA,3994.1,3979.1,MN541,2014-09-15,08:10:49,4826213,565144842,Walgreens,VW7193,Mobile carrier Billing,85771,1,2014-09-22,15.0,High,Monday,September
873,3965.0,838,LUGGAGE,Used,IWPJG,379.56,332.56,BX484,2014-02-13,16:07:32,1061526,647745755,The North Face,GH6873,Mobile carrier Billing,39228,1,2014-02-20,47.0,Low,Thursday,February
874,4358.0,236,ELECTRONICS,Used,BEFJD,4195.69,4168.69,MW776,2014-07-03,19:39:42,8469389,414668924,Ulta,UO9658,Credit card,65263,1,2014-07-10,27.0,High,Thursday,July
875,4878.0,200,BABY TOYS,New,LATFL,3293.19,3261.19,CD816,2014-06-26,23:22:40,4155625,599113544,Road Runner Sports,MS6580,Credit card,78670,1,2014-07-03,32.0,High,Thursday,June
876,7075.0,960,ELECTRONICS,New,CWTLA,3994.1,3959.1,VP964,2014-11-19,12:15:17,5713514,782438574,Walgreens,VW7193,Credit card,21707,1,2014-11-26,35.0,High,Wednesday,November
877,9856.0,775,BABY TOYS,Refurbished,CTAOI,379.49,335.49,LE831,2014-06-05,21:05:00,5580407,945953818,Guitar Center,GN3989,Prepaid card,89741,1,2014-06-12,44.0,Low,Thursday,June
878,3040.0,844,BEDDING,New,RKCPD,3559.28,3548.28,SY338,2014-03-01,00:19:09,2329613,265932268,Walgreens,VW7191,Mobile carrier Billing,70156,1,2014-03-08,11.0,High,Saturday,March
879,3613.0,260,DECOR,Refurbished,DGWZG,1623.34,1593.34,YZ320,2014-04-18,15:49:03,4403442,431702947,Nob Hill Foods,KL2558,Credit card,77747,1,2014-04-25,30.0,Low,Friday,April
880,7210.0,389,APPLIANCES,Refurbished,KZDWR,3554.31,3514.31,KC538,2014-07-31,04:02:53,3916698,182828922,REI,EI6775,Prepaid card,23643,1,2014-08-07,40.0,High,Thursday,July
881,2304.0,616,BABY TOYS,Refurbished,BGYXR,378.28,363.28,QQ738,2014-01-21,19:09:37,6423018,624538302,Barnes & Noble,EY1658,Mobile carrier Billing,59686,1,2014-01-28,15.0,Low,Tuesday,January
882,2377.0,119,COMPUTERS,New,YXQFM,901.26,856.197,BW543,2014-10-09,14:39:29,6079075,217936544,Costco,GW8247,Mobile carrier Billing,49942,1,2014-10-16,45.06299999999999,Low,Thursday,October
883,8299.0,635,APPLIANCES,Refurbished,AVMAI,2294.19,2179.4805,IH371,2014-03-24,09:55:13,2496993,193391176,The Vitamin Shoppe,HW9975,Credit card,45902,1,2014-03-31,114.70949999999993,Low,Monday,March
884,7173.0,956,COMPUTERS,New,YEJZI,3158.59,3000.6605,FB244,2014-03-13,06:34:46,3933945,507664121,DODOcase,UW7352,Mobile carrier Billing,20240,1,2014-03-20,157.9295000000002,High,Thursday,March
885,7631.0,539,ELECTRONICS,New,OULOW,668.11,634.7044999999999,SE367,2014-09-18,00:10:49,6573195,771701201,DFLOWERS,ZG2587,Credit card,66494,1,2014-09-25,33.405500000000075,Low,Thursday,September
886,3199.0,912,SHOES,New,VKKEA,2230.61,2119.0795,QC881,2014-12-05,09:05:14,8442343,965018161,Walgreens,VW7192,Mobile carrier Billing,6457,1,2014-12-12,111.5305000000003,Low,Friday,December
887,5229.0,470,APPLIANCES,New,TTNTN,1187.85,1128.4574999999998,LL130,2014-03-11,22:38:24,9911941,203328105,Cole Hardware,EX7729,Mobile carrier Billing,3966,1,2014-03-18,59.392500000000155,Low,Tuesday,March
888,9950.0,767,SHOES,New,DYHNA,3978.88,3779.936,WJ675,2014-06-28,08:22:12,4471435,612933581,Guitar Center,GN3989,Credit card,68395,1,2014-07-05,198.94399999999996,High,Saturday,June
889,2200.0,687,DECOR,Used,EYYSO,2744.78,2701.78,GT119,2014-05-27,09:36:55,4795879,433981946,L'Occitane,GN3944,Prepaid card,46545,1,2014-06-03,43.0,Low,Tuesday,May
890,2866.0,623,KITCHEN & DINING,New,ZGHYW,3141.77,3099.77,PW553,2014-05-09,01:22:20,2795155,834023187,DODOcase,UW7352,Credit card,48414,1,2014-05-16,42.0,High,Friday,May
891,4284.0,694,OFFICE SUPPLIES,New,EVWJY,3695.96,3660.96,VA742,2014-08-12,08:43:45,2938124,142887475,Guitar Center,GN3989,Prepaid card,81668,1,2014-08-19,35.0,High,Tuesday,August
892,6286.0,607,ELECTRONICS,Used,CWTLA,2327.67,2290.67,BF214,2014-08-24,18:22:05,2740747,503616851,The Vitamin Shoppe,HW9979,Mobile carrier Billing,58227,1,2014-08-31,37.0,Low,Sunday,August
893,9950.0,657,ELECTRONICS,New,BEFJD,4439.39,4420.39,YD389,2014-09-09,13:49:06,8651722,975133427,DFLOWERS,ZG2587,Mobile carrier Billing,67526,1,2014-09-16,19.0,High,Tuesday,September
894,2172.0,200,DECOR,Refurbished,QHIYO,59.63,26.63,XR920,2014-07-13,03:23:43,7036204,557387748,L'Occitane,GN4034,Mobile carrier Billing,83420,1,2014-07-20,33.0,Low,Sunday,July
895,2637.0,810,DECOR,Used,ZACKV,1247.24,1200.24,HM823,2014-05-12,07:21:54,5410299,233808928,The Vitamin Shoppe,HW9975,Prepaid card,44072,1,2014-05-19,47.0,Low,Monday,May
896,3402.0,838,BEDDING,Refurbished,CJUEU,1980.83,1947.83,WM476,2014-07-24,18:43:50,2831753,251123789,Gymboree,ZF8986,Prepaid card,43348,1,2014-07-31,33.0,Low,Thursday,July
897,4284.0,816,DECOR,New,DGWZG,1050.51,1019.51,XF974,2014-03-04,04:16:56,9692542,772694768,Guitar Center,GN4169,Mobile carrier Billing,72931,1,2014-03-11,31.0,Low,Tuesday,March
898,7496.0,604,OFFICE SUPPLIES,Refurbished,WELZA,3468.09,3445.09,YU934,2014-03-15,16:57:17,5408994,708546959,Ulta,UO9660,Mobile carrier Billing,86579,1,2014-03-22,23.0,High,Saturday,March
899,5481.0,266,DECOR,Used,LBVIW,3539.12,3525.12,JH343,2014-06-17,07:06:29,5396783,921616745,Ulta,UO9656,Prepaid card,4446,1,2014-06-24,14.0,High,Tuesday,June
900,6271.0,539,ELECTRONICS,New,OULOW,668.11,656.11,CZ105,2014-09-01,11:12:48,6884052,672832582,DFLOWERS,ZG2587,Credit card,89775,1,2014-09-08,12.0,Low,Monday,September
901,6324.0,644,CLOTHING,Used,KXUWE,623.05,596.05,EV753,2014-10-24,09:16:20,7773806,505804309,Staples,VN6655,Prepaid card,8250,1,2014-10-31,27.0,Low,Friday,October
902,7433.0,484,OFFICE SUPPLIES,Used,WELZA,2205.71,2179.71,OF273,2014-03-04,12:45:18,8214116,792009287,Peninsula Beauty,YE5901,Prepaid card,73393,1,2014-03-11,26.0,Low,Tuesday,March
903,7738.0,151,SHOES,New,VKKEA,3653.68,3638.68,CR969,2014-01-14,16:51:15,3847129,442516384,Nine West,RM9837,Credit card,36352,1,2014-01-21,15.0,High,Tuesday,January
904,9950.0,381,OFFICE SUPPLIES,New,WELZA,4694.6,4679.6,OS935,2014-08-01,21:38:00,2066137,180174320,Cole Hardware,EX7729,Mobile carrier Billing,95910,1,2014-08-08,15.0,High,Friday,August
905,9940.0,784,GAMES,Used,EITXF,1017.77,967.77,QU808,2014-12-12,23:31:17,4964285,919143108,Costco,GW8248,Mobile carrier Billing,97231,1,2014-12-19,50.0,Low,Friday,December
906,4672.0,236,SHOES,New,RKFCM,3057.74,3018.74,HR338,2014-01-04,00:16:37,6966533,121937244,Barnes & Noble,EY1660,Mobile carrier Billing,9569,1,2014-01-11,39.0,High,Saturday,January
907,7631.0,715,COMPUTERS,Used,YEJZI,1827.63,1807.63,FX375,2014-02-04,20:21:48,1197015,459880359,Road Runner Sports,MS6580,Prepaid card,69536,1,2014-02-11,20.0,Low,Tuesday,February
908,7848.0,383,CLOTHING,Refurbished,IKPMD,2813.03,2778.03,BZ892,2014-08-01,05:49:07,5563851,582278601,L'Occitane,GN3944,Mobile carrier Billing,12343,1,2014-08-08,35.0,Low,Friday,August
909,8772.0,484,APPLIANCES,Used,BUDLO,986.46,944.46,AB939,2014-02-28,16:25:07,1233198,957372919,Guitar Center,GN4349,Deirect debits,95836,1,2014-03-07,42.0,Low,Friday,February
910,9554.0,435,COMPUTERS,Refurbished,YXQFM,716.53,680.53,KX638,2014-05-14,14:58:15,4572979,567704483,Staples,VN6656,Mobile carrier Billing,61744,1,2014-05-21,36.0,Low,Wednesday,May
911,3942.0,138,LUGGAGE,Refurbished,CENQJ,3968.7,3946.7,MX731,2014-02-28,01:52:54,4581895,292470089,REI,EI6774,Prepaid card,21767,1,2014-03-07,22.0,High,Friday,February
912,4238.0,136,CLOTHING,New,ZVYTC,4268.73,4224.73,WA133,2014-05-02,14:02:08,5878352,165886533,Barnes & Noble,EY1659,Mobile carrier Billing,82914,1,2014-05-09,44.0,High,Friday,May
913,7738.0,687,SHOES,Used,RKFCM,3827.74,3790.74,CL726,2014-03-14,17:39:33,8951621,952029154,PetSmart,IB7024,Prepaid card,46751,1,2014-03-21,37.0,High,Friday,March
914,8067.0,111,GAMES,New,EITXF,4258.22,4235.22,OA577,2014-09-22,22:48:05,1531343,192652757,Cole Hardware,EX7729,Prepaid card,31887,1,2014-09-29,23.0,High,Monday,September
915,9587.0,810,BABY CLOTHING,Used,GOZLI,2099.17,2058.17,NI491,2014-03-22,20:46:02,4620475,820700429,DODOcase,UW7357,Prepaid card,75535,1,2014-03-29,41.0,Low,Saturday,March
916,9856.0,512,SHOES,Used,VKKEA,4184.45,4165.45,UX100,2014-01-02,17:02:47,5738654,959053721,Walgreens,VW7191,Mobile carrier Billing,36672,1,2014-01-09,19.0,High,Thursday,January
917,9940.0,502,SHOES,Used,DYHNA,2124.78,2085.78,KF942,2014-02-03,20:26:14,6257636,208552921,The Vitamin Shoppe,HW9977,Mobile carrier Billing,1926,1,2014-02-10,39.0,Low,Monday,February
918,9950.0,781,SHOES,New,VKKEA,2280.16,2269.16,HR831,2014-11-16,12:00:09,7986894,563151786,Cole Hardware,EX7729,Mobile carrier Billing,17800,1,2014-11-23,11.0,Low,Sunday,November
919,6071.0,162,DECOR,New,ZACKV,4551.18,4536.18,TH611,2014-12-24,06:11:31,1694944,549538724,Cole Hardware,EX7729,Credit card,56858,1,2014-12-31,15.0,High,Wednesday,December
921,8299.0,772,KITCHEN & DINING,New,RGMIK,3373.87,3360.87,WA484,2014-01-26,01:16:26,2503630,384993392,Guitar Center,GN4079,Credit card,56895,1,2014-02-02,13.0,High,Sunday,January
922,4575.0,694,OFFICE SUPPLIES,New,EVWJY,3695.96,3663.96,QF325,2014-07-28,20:36:15,8719477,359068060,Guitar Center,GN3989,Mobile carrier Billing,14892,1,2014-08-04,32.0,High,Monday,July
923,4672.0,395,OFFICE SUPPLIES,Refurbished,EVWJY,3867.56,3838.56,LS427,2014-01-24,05:55:35,8276923,627040783,Peninsula Beauty,YE5901,Credit card,8266,1,2014-01-31,29.0,High,Friday,January
924,5481.0,710,KITCHEN & DINING,New,RGMIK,663.82,650.82,OS270,2014-04-21,23:03:37,2476462,234385677,Road Runner Sports,MS6579,Credit card,80344,1,2014-04-28,13.0,Low,Monday,April
925,7631.0,607,ELECTRONICS,New,AGSDS,1968.0,1940.0,HQ749,2014-02-17,00:38:58,2329350,875884420,Gymboree,ZF8986,Credit card,63424,1,2014-02-24,28.0,Low,Monday,February
926,3958.0,295,COMPUTERS,New,YEJZI,2868.97,2846.97,WE680,2014-03-29,21:13:09,8781329,173878573,DFLOWERS,ZG2587,Credit card,4685,1,2014-04-05,22.0,High,Saturday,March
927,9699.0,535,KITCHEN & DINING,New,HLICV,4990.97,4969.97,EZ407,2014-03-26,20:39:59,2126456,666060508,Barnes & Noble,EY1658,Prepaid card,80645,1,2014-04-02,21.0,High,Wednesday,March
928,6391.0,343,BABY TOYS,Refurbished,GOZLI,4893.11,4882.11,JY745,2014-12-20,18:40:34,5720601,479488649,Ulta,UO9657,Credit card,91254,1,2014-12-27,11.0,High,Saturday,December
929,9042.0,381,GAMES,New,HWAVW,751.39,732.39,GV549,2014-07-28,23:19:38,5385783,814897322,REI,EI6774,Mobile carrier Billing,46799,1,2014-08-04,19.0,Low,Monday,July
930,2019.0,198,CLOTHING,Refurbished,ONKHS,3178.34,3160.34,KS488,2014-11-30,23:49:43,3556886,952918674,REI,EI6774,Credit card,77190,1,2014-12-07,18.0,High,Sunday,November
931,2412.0,662,BABY CLOTHING,New,CTAOI,4658.93,4425.9835,QR645,2014-05-19,01:25:03,1125890,693331034,Peninsula Beauty,YE5901,Mobile carrier Billing,85633,1,2014-05-26,232.94650000000001,High,Monday,May
932,2637.0,752,OFFICE SUPPLIES,Refurbished,EVWJY,4802.17,4562.0615,FV626,2014-08-01,03:04:52,9711307,455066086,The North Face,GH6873,Credit card,22562,1,2014-08-08,240.10850000000028,High,Friday,August
933,3970.0,381,GAMES,New,HWAVW,751.39,713.8204999999999,XL944,2014-08-22,02:52:40,6372588,788093920,REI,EI6774,Credit card,58400,1,2014-08-29,37.56950000000006,Low,Friday,August
934,4878.0,960,ELECTRONICS,New,CWTLA,3994.1,3794.3949999999995,JR297,2014-03-06,18:00:18,1473994,681632095,Walgreens,VW7193,Credit card,99671,1,2014-03-13,199.70500000000038,High,Thursday,March
935,4238.0,670,GAMES,Used,KJOGG,2461.84,2338.748,HC530,2014-02-13,17:56:33,9101349,454899604,Ulta,UO9659,Prepaid card,59098,1,2014-02-20,123.0920000000001,Low,Thursday,February
936,4878.0,715,COMPUTERS,Used,YEJZI,1827.63,1808.63,VJ626,2014-03-12,12:39:10,1799061,805634824,Road Runner Sports,MS6580,Prepaid card,67921,1,2014-03-19,19.0,Low,Wednesday,March
937,5069.0,132,OFFICE SUPPLIES,New,WELZA,4531.66,4521.66,EP365,2014-02-21,08:57:03,2845797,605952094,Ulta,UO9657,Credit card,35063,1,2014-02-28,10.0,High,Friday,February
938,7210.0,795,DECOR,New,QHIYO,2831.25,2783.25,TW856,2014-07-30,07:21:45,9460189,602195832,Right Start,IQ1509,Credit card,73635,1,2014-08-06,48.0,High,Wednesday,July
939,9131.0,141,COMPUTERS,New,GCVNE,3571.93,3560.93,YO642,2014-03-13,10:50:30,1231569,139809073,Staples,VN6656,Mobile carrier Billing,89841,1,2014-03-20,11.0,High,Thursday,March
940,2067.0,694,BABY CLOTHING,Used,GOZLI,3967.19,3948.19,NP227,2014-04-24,07:20:04,7018655,206463870,The North Face,GH6872,Credit card,85351,1,2014-05-01,19.0,High,Thursday,April
941,2297.0,722,GAMES,Refurbished,EITXF,2421.99,2372.99,XV907,2014-10-15,17:55:40,6202669,416808161,Peninsula Beauty,YE5901,Debit card,20220,1,2014-10-22,49.0,Low,Wednesday,October
942,2896.0,827,KITCHEN & DINING,New,NSILF,2213.77,2170.77,QB548,2014-03-17,09:38:28,7508197,906520445,L'Occitane,GN4304,Prepaid card,20779,1,2014-03-24,43.0,Low,Monday,March
943,7735.0,406,CLOTHING,Refurbished,ZVYTC,393.59,362.59,SW852,2014-01-13,12:22:41,9547158,544953812,PetSmart,IB7024,Prepaid card,56378,1,2014-01-20,31.0,Low,Monday,January
944,1418.0,140,BABY TOYS,Refurbished,TPDLE,115.4,97.4,XO159,2014-02-27,06:32:03,4568829,173267177,Barnes & Noble,EY1659,Credit card,50060,1,2014-03-06,18.0,Low,Thursday,February
945,3931.0,266,KITCHEN & DINING,Used,HLICV,2488.2,2456.2,UF160,2014-04-24,13:27:38,2357025,456958807,Nob Hill Foods,KL2558,Credit card,26845,1,2014-05-01,32.0,Low,Thursday,April
946,7433.0,670,GAMES,Used,KJOGG,2461.84,2427.84,TP285,2014-09-10,23:05:38,2391584,926381258,Ulta,UO9659,Mobile carrier Billing,98962,1,2014-09-17,34.0,Low,Wednesday,September
947,7738.0,539,SHOES,Refurbished,RKFCM,2837.17,2790.17,YY115,2014-02-24,20:11:53,3582951,993197995,Barnes & Noble,EY1658,Credit card,96194,1,2014-03-03,47.0,High,Monday,February
948,9532.0,670,GAMES,New,KJOGG,3155.29,3118.29,AZ599,2014-06-04,07:19:49,2272950,116257674,Staples,VN6655,Credit card,31937,1,2014-06-11,37.0,High,Wednesday,June
949,6391.0,694,BABY CLOTHING,Used,GOZLI,3967.19,3940.19,AY296,2014-12-19,13:43:15,1881107,323387162,The North Face,GH6872,Prepaid card,85483,1,2014-12-26,27.0,High,Friday,December
950,5850.0,236,SHOES,New,RKFCM,3057.74,3020.74,PS889,2014-07-30,12:43:19,9654494,617313936,Barnes & Noble,EY1660,Mobile carrier Billing,78679,1,2014-08-06,37.0,High,Wednesday,July
951,6224.0,784,GAMES,Used,EITXF,1017.77,978.77,IA591,2014-01-04,12:24:54,6461928,834129482,Costco,GW8248,Mobile carrier Billing,6898,1,2014-01-11,39.0,Low,Saturday,January
952,8972.0,360,DECOR,Used,DGWZG,438.77,389.77,CD258,2014-12-19,06:01:30,2151006,118057756,DFLOWERS,ZG2587,Mobile carrier Billing,96693,1,2014-12-26,49.0,Low,Friday,December
953,1739.0,535,KITCHEN & DINING,New,HLICV,4990.97,4948.97,FQ431,2014-01-26,11:43:31,7808937,223925893,Barnes & Noble,EY1658,Prepaid card,26838,1,2014-02-02,42.0,High,Sunday,January
954,2637.0,931,LUGGAGE,Used,CENQJ,334.55,288.55,HZ281,2014-05-16,01:09:18,5488659,611912626,Peninsula Beauty,YE5901,Credit card,1278,1,2014-05-23,46.0,Low,Friday,May
955,5260.0,986,BEDDING,New,RMHRO,4298.83,4288.83,WY289,2014-09-09,21:28:40,6561232,802232690,The Vitamin Shoppe,HW9980,Mobile carrier Billing,37371,1,2014-09-16,10.0,High,Tuesday,September
956,5611.0,762,KITCHEN & DINING,Refurbished,HLICV,335.54,317.54,RW574,2014-07-03,18:31:01,7300581,833027838,REI,EI6773,Mobile carrier Billing,93852,1,2014-07-10,18.0,Low,Thursday,July
957,9566.0,572,KITCHEN & DINING,New,ZGHYW,3905.61,3859.61,VG737,2014-04-19,13:22:05,1871333,606642431,Guitar Center,GN3989,Credit card,92636,1,2014-04-26,46.0,High,Saturday,April
958,9950.0,657,ELECTRONICS,New,BEFJD,4439.39,4407.39,MD847,2014-05-27,17:34:46,3006375,200297264,DFLOWERS,ZG2587,Prepaid card,3074,1,2014-06-03,32.0,High,Tuesday,May
959,4672.0,996,CLOTHING,Refurbished,ONKHS,710.38,663.38,QS242,2014-09-12,22:01:25,4439156,880798797,Right Start,IQ1508,Credit card,86127,1,2014-09-19,47.0,Low,Friday,September
960,4878.0,295,COMPUTERS,Used,DCJRW,622.19,585.19,AT360,2014-03-21,23:57:24,4258104,776766082,Ulta,UO9660,Credit card,73376,1,2014-03-28,37.0,Low,Friday,March
961,5008.0,260,COMPUTERS,New,GCVNE,4743.47,4694.47,PK622,2014-08-08,03:51:00,6664220,895329376,Peninsula Beauty,YE5901,Credit card,58323,1,2014-08-15,49.0,High,Friday,August
962,6224.0,435,GAMES,New,HWAVW,4157.59,4143.59,QL380,2014-08-14,00:59:57,8719910,780770413,Road Runner Sports,MS6580,Mobile carrier Billing,11516,1,2014-08-21,14.0,High,Thursday,August
963,7001.0,816,DECOR,New,DGWZG,1050.51,1004.51,BO250,2014-06-24,18:58:22,3886536,721552040,Guitar Center,GN4169,Credit card,62538,1,2014-07-01,46.0,Low,Tuesday,June
964,7856.0,604,ELECTRONICS,Used,CWTLA,4526.52,4512.52,ZU592,2014-02-11,03:20:01,4891552,598848686,PetSmart,IB7024,Mobile carrier Billing,69767,1,2014-02-18,14.0,High,Tuesday,February
965,9566.0,111,GAMES,New,EITXF,4258.22,4210.22,QA351,2014-03-03,15:04:48,3139539,161205668,Cole Hardware,EX7729,Prepaid card,72684,1,2014-03-10,48.0,High,Monday,March
966,4542.0,737,DECOR,New,DGWZG,4025.79,4005.79,RQ849,2014-10-13,00:23:44,9745798,612063665,Right Start,IQ1508,Mobile carrier Billing,9883,1,2014-10-20,20.0,High,Monday,October
967,6224.0,544,ELECTRONICS,Used,FMBZC,781.93,755.93,LW522,2014-05-06,06:52:42,2806798,999755728,Peninsula Beauty,YE5901,Mobile carrier Billing,5650,1,2014-05-13,26.0,Low,Tuesday,May
968,7433.0,762,KITCHEN & DINING,Refurbished,HLICV,335.54,295.54,PN498,2014-12-17,09:58:00,9661920,209321756,REI,EI6773,Mobile carrier Billing,1091,1,2014-12-24,40.0,Low,Wednesday,December
969,4818.0,784,APPLIANCES,Used,AVMAI,2053.24,2031.24,LF550,2014-05-25,16:24:40,4852009,642281612,Ulta,UO9656,Gift card,93473,1,2014-06-01,21.999999999999773,Low,Sunday,May
970,6391.0,324,LUGGAGE,New,IWPJG,4178.16,4156.16,ZJ931,2014-10-10,11:11:44,7366737,590076631,Nine West,RM9837,Prepaid card,24504,1,2014-10-17,22.0,High,Friday,October
971,7856.0,827,ELECTRONICS,New,OULOW,2830.51,2782.51,YW432,2014-06-02,06:24:29,2125981,942472192,Gymboree,ZF8986,Mobile carrier Billing,79249,1,2014-06-09,48.0,Low,Monday,June
972,8639.0,535,GAMES,Refurbished,EITXF,3032.65,3000.65,JP639,2014-06-11,22:36:12,5783139,660021675,L'Occitane,GN3944,Mobile carrier Billing,57047,1,2014-06-18,32.0,High,Wednesday,June
973,8972.0,762,OFFICE SUPPLIES,New,EVWJY,692.85,669.85,FO103,2014-11-18,05:48:50,4595198,981313899,Road Runner Sports,MS6581,Mobile carrier Billing,1230,1,2014-11-25,23.0,Low,Tuesday,November
974,9086.0,200,DECOR,Refurbished,QHIYO,59.63,13.63,NF136,2014-11-09,18:29:10,6104336,666641060,L'Occitane,GN4034,Credit card,9039,1,2014-11-16,46.0,Low,Sunday,November
975,2297.0,781,SHOES,New,VKKEA,2280.16,2260.16,WD679,2014-06-22,05:30:56,8087393,353685513,Cole Hardware,EX7729,Credit card,78455,1,2014-06-29,20.0,Low,Sunday,June
976,2377.0,381,GAMES,New,HWAVW,751.39,722.39,MU201,2014-03-13,10:42:32,2408790,365493219,REI,EI6774,Mobile carrier Billing,93911,1,2014-03-20,29.0,Low,Thursday,March
977,2486.0,535,KITCHEN & DINING,New,HLICV,4990.97,4954.97,MU262,2014-05-14,11:29:18,2416809,190874011,Barnes & Noble,EY1658,Prepaid card,24864,1,2014-05-21,36.0,High,Wednesday,May
978,2637.0,722,GAMES,Refurbished,EITXF,2421.99,2398.99,LJ358,2014-08-22,07:11:32,5382684,925596284,Peninsula Beauty,YE5901,Mobile carrier Billing,87307,1,2014-08-29,23.0,Low,Friday,August
979,2896.0,772,GAMES,Used,KJOGG,706.15,684.15,HA460,2014-04-01,22:53:20,9095104,574156471,L'Occitane,GN4034,Credit card,87836,1,2014-04-08,22.0,Low,Tuesday,April
980,3156.0,849,ELECTRONICS,Refurbished,FMBZC,3697.22,3664.22,PT517,2014-10-13,23:01:36,8478804,885089915,Walgreens,VW7191,Mobile carrier Billing,8300,1,2014-10-20,33.0,High,Monday,October
981,4755.0,343,OFFICE SUPPLIES,Refurbished,WELZA,2882.87,2860.87,VR642,2014-11-11,08:58:32,6515759,469776320,Cole Hardware,EX7730,Credit card,3205,1,2014-11-18,22.0,High,Tuesday,November
982,7486.0,198,CLOTHING,Refurbished,ONKHS,3178.34,3168.34,QA518,2014-02-15,16:55:21,9195728,632341239,REI,EI6774,Prepaid card,70481,1,2014-02-22,10.0,High,Saturday,February
983,3402.0,449,SHOES,New,MQSLF,2375.92,2327.92,YP582,2014-07-19,13:11:17,7736313,256164010,Gymboree,ZF8986,Credit card,32310,1,2014-07-26,48.0,Low,Saturday,July
984,3928.0,300,COMPUTERS,Used,YXQFM,2455.58,2418.58,SG345,2014-01-27,19:55:52,2270499,377783460,L'Occitane,GN4124,Prepaid card,37829,1,2014-02-03,37.0,Low,Monday,January
985,3024.0,138,LUGGAGE,Refurbished,CENQJ,3968.7,3941.7,DW523,2014-09-01,03:56:02,3192613,588959584,REI,EI6774,Mobile carrier Billing,32903,1,2014-09-08,27.0,High,Monday,September
986,4284.0,670,GAMES,New,KJOGG,3155.29,3111.29,UC233,2014-05-12,13:59:50,2930739,977031911,Staples,VN6655,Credit card,80062,1,2014-05-19,44.0,High,Monday,May
987,5208.0,710,KITCHEN & DINING,New,RGMIK,663.82,641.82,QO335,2014-01-28,11:48:11,3734702,403697847,Road Runner Sports,MS6579,Credit card,45900,1,2014-02-04,22.0,Low,Tuesday,January
988,8067.0,395,OFFICE SUPPLIES,Refurbished,EVWJY,3867.56,3821.56,WC584,2014-10-21,17:26:49,1015675,584275066,Peninsula Beauty,YE5901,Mobile carrier Billing,25439,1,2014-10-28,46.0,High,Tuesday,October
989,8532.0,875,DECOR,Refurbished,LBVIW,4993.38,4965.38,VX966,2014-08-12,09:46:32,4850077,836888762,Cole Hardware,EX7730,Mobile carrier Billing,28869,1,2014-08-19,28.0,High,Tuesday,August
990,5974.0,765,DECOR,New,ZACKV,4557.18,4538.18,YM656,2014-12-08,06:29:43,6645598,638722529,Costco,GW8247,Credit card,96097,1,2014-12-15,19.0,High,Monday,December
991,7124.0,318,KITCHEN & DINING,New,NSILF,1456.56,1430.56,OL405,2014-12-21,10:37:06,2365191,427201997,DODOcase,UW7352,Mobile carrier Billing,65549,1,2014-12-28,26.0,Low,Sunday,December
992,7848.0,552,SHOES,New,RKFCM,1257.44,1214.44,QC792,2014-06-06,11:22:53,8169129,387192942,Gymboree,ZF8986,Mobile carrier Billing,85146,1,2014-06-13,43.0,Low,Friday,June
993,7979.0,810,DECOR,Used,ZACKV,1247.24,1213.24,VA971,2014-02-22,13:59:21,1021766,964640694,The Vitamin Shoppe,HW9975,Prepaid card,30575,1,2014-03-01,34.0,Low,Saturday,February
994,8067.0,195,COMPUTERS,Refurbished,GCVNE,4641.79,4631.79,XW282,2014-05-20,18:24:30,7649438,608002010,Barnes & Noble,EY1658,Credit card,95989,1,2014-05-27,10.0,High,Tuesday,May
995,8794.0,687,DECOR,Used,EYYSO,2744.78,2699.78,OQ729,2014-04-19,22:27:24,8295103,888629102,L'Occitane,GN3944,Mobile carrier Billing,23452,1,2014-04-26,45.0,Low,Saturday,April
996,9940.0,311,BABY TOYS,Refurbished,BGYXR,3399.25,3353.25,WY404,2014-07-07,21:05:59,2043832,849476686,Cole Hardware,EX7729,Mobile carrier Billing,32092,1,2014-07-14,46.0,High,Monday,July
